,SPECOBJID,RA,DEC
8914,b'   3175198892908111872',264.65321,44.821176
8915,b'   3175202466320902144',264.56533,44.598869
8916,b'   3175204390466250752',264.81858,45.020509
8917,b'   3177294283669530624',2.235106,24.193273
8918,b'   3177311875855575040',1.618204,23.729211
8919,b'   3177314624634644480',1.571962,23.836306
8920,b'   3177318472925341696',1.895271,24.539529
8921,b'   3177349534128826368',1.005815,24.322798
8922,b'   3177358879977662464',0.389951,24.28463
8923,b'   3177369325338126336',0.307851,23.783254
8924,b'   3177373998262544384',0.066565,24.552282
8925,b'   3177382519477659648',0.454259,25.823531
8926,b'   3177398462396262400',0.337286,25.51213
8927,b'   3177446291152070656',1.791118,26.0785
8928,b'   3177449039931140096',1.924534,26.175707
8929,b'   3177456461634627584',2.55465,25.723117
8930,b'   3179584842325059584',0.66625,28.116597
8931,b'   3179593638418081792',0.830744,26.811115
8932,b'   3179604633534359552',0.476154,27.220272
8933,b'   3179604908412266496',0.420171,27.395529
8934,b'   3179613979383195648',0.156045,26.84365
8935,b'   3179617827673892864',0.346121,27.373614
8936,b'   3179662357894817792',0.496629,29.094912
8937,b'   3179673353011095552',0.658877,28.657126
8938,b'   3179712385673881600',1.297207,29.464399
8939,b'   3180668410816129024',18.915507,14.71288
8940,b'   3180714590304495616',17.818734,15.524663
8941,b'   3180724485909145600',17.442503,14.844245
8942,b'   3180729983467284480',17.356077,15.029295
8943,b'   3180731082978912256',17.15717,15.533617
8944,b'   3180741253461469184',17.159134,15.063433
8945,b'   3180751973699840000',16.917505,15.137322
8946,b'   3180781935391696896',17.652728,16.507901
8947,b'   3180782760025417728',17.577552,16.458413
8948,b'   3180786058560301056',17.378313,15.867307
8949,b'   3180799527577741312',17.911411,16.23884
8950,b'   3180820968054482944',18.589651,15.65759
8951,b'   3180837460728899584',18.712249,16.414561
8952,b'   3181862479605032960',64.071614,6.093175
8953,b'   3181892166418982912',64.229998,7.363442
8954,b'   3181959786384091136',66.012928,7.156931
8955,b'   3182958143495759872',123.00617,-7.699461
8956,b'   3182996626402732032',121.99495,-8.584887
8957,b'   3183002948594591744',121.5599,-8.063414
8958,b'   3183013119077148672',121.59749,-7.146416
8959,b'   3183014493466683392',121.49571,-7.470634
8960,b'   3183016967367845888',121.45218,-7.498389
8961,b'   3183030161507379200',122.4736,-6.338611
8962,b'   3183038957600401408',122.43384,-7.316982
8963,b'   3183045554670168064',122.84146,-6.257485
8964,b'   3183073317338769408',123.43555,-6.185081
8965,b'   3183084587332954112',123.64446,-6.536469
8966,b'   3184052707589646336',129.29387,-4.840088
8967,b'   3184058480025692160',128.05175,-5.325343
8968,b'   3184070849531504640',127.80699,-5.267952
8969,b'   3184104659514058752',127.58673,-5.533568
8970,b'   3184112905851267072',127.41667,-5.50693
8971,b'   3184115929508243456',127.23652,-5.576972
8972,b'   3184123900967544832',126.92797,-5.111891
8973,b'   3184127199502428160',126.90291,-5.316657
8974,b'   3184128299014055936',126.70443,-4.956685
8975,b'   3184135170961729536',127.06184,-3.652624
8976,b'   3184135995595450368',127.09432,-3.683077
8977,b'   3184146990711728128',127.35968,-3.684054
8978,b'   3184154412415215616',126.94715,-4.388906
8979,b'   3185175586943297536',256.7343,27.577928
8980,b'   3185208572292130816',255.90938,27.076702
8981,b'   3185262723239798784',254.5357,29.313638
8982,b'   3185264922263054336',254.30378,28.704274
8983,b'   3185268770553751552',254.20954,28.624757
8984,b'   3189741859186436096',282.49294,17.89783
8985,b'   3189752579424806912',282.09969,18.213514
8986,b'   3189765773564340224',282.23841,19.726605
8987,b'   3189769072099223552',281.99816,19.394808
8988,b'   3189772095756199936',282.02752,19.259822
8989,b'   3189805630860847104',282.90755,19.274613
8990,b'   3189806180616660992',282.90136,19.092975
8991,b'   3196441730119395328',125.48938,60.565475
8992,b'   3196449701578696704',126.50581,61.252947
8993,b'   3196469767665903616',124.79088,60.912174
8994,b'   3196473066200786944',124.72345,61.414154
8995,b'   3196490383508924416',123.61588,60.111996
8996,b'   3196496980578691072',123.28309,60.546608
8997,b'   3196507975694968832',122.2989,60.851357
8998,b'   3196559652741474304',123.87747,61.925404
8999,b'   3196562401520543744',124.52378,61.756989
9000,b'   3196577794683332608',125.29538,62.385773
9001,b'   3196597036136818688',126.65153,62.53801
9002,b'   3196605832229840896',127.03367,61.550846
9003,b'   3197560757743020032',96.303772,40.236109
9004,b'   3197630301853476864',93.485216,41.078281
9005,b'   3197634150144174080',93.66188,39.971224
9006,b'   3197668509882542080',94.33842,42.415294
9007,b'   3197669059638355968',94.565052,41.904026
9008,b'   3197682803533703168',94.064642,41.819969
9009,b'   3197685002556958720',94.243512,41.627129
9010,b'   3197694898161608704',94.715775,41.716672
9011,b'   3197699845963933696',95.299867,42.218033
9012,b'   3197711665713932288',95.694443,42.319491
9013,b'   3197724859853465600',96.485253,41.912735
9014,b'   3198759775340881920',84.21769,4.9290296
9015,b'   3198798258247854080',84.483371,6.3120825
9016,b'   3198814476044363776',85.006252,6.7038269
9017,b'   3198829319451338752',85.411945,7.0305391
9018,b'   3200984362275334144',40.546226,71.133145
9019,b'   3201012399821842432',40.091561,70.853703
9020,b'   3202165512373037056',39.870703,49.552901
9021,b'   3202175957733500928',40.401547,49.789637
9022,b'   3202178156756756480',40.121717,49.917369
9023,b'   3202181730169546752',41.188267,50.715162
9024,b'   3202201796256753664',41.308406,49.899896
9025,b'   3202219113564891136',42.432922,50.101076
9026,b'   3204318906298689536',112.8434,4.4762902
9027,b'   3204389549920774144',110.58978,4.8893195
9028,b'   3204400270159144960',110.57961,5.4149624
9029,b'   3204403568694028288',110.58796,5.4843381
9030,b'   3204407142106818560',110.82917,6.100906
9031,b'   3204443700868442112',111.99004,5.5037123
9032,b'   3204449198426580992',111.58573,6.4681809
9033,b'   3204454421106812928',112.04476,5.6441715
9034,b'   3204468989635880960',112.65143,5.4981632
9035,b'   3204474212316112896',112.02201,6.102316
9036,b'   3204483283287042048',112.96073,6.190388
9037,b'   3205437659228956672',104.12815,39.739668
9038,b'   3205437934106863616',103.72295,39.732703
9039,b'   3205462947996395520',103.41593,39.523524
9040,b'   3205495933345228800',102.6468,39.706669
9041,b'   3205498957002205184',101.94967,40.356256
9042,b'   3205555581851035648',101.66562,41.063468
9043,b'   3205559705019639808',102.8313,41.730721
9044,b'   3205569875502196736',102.3435,41.506214
9045,b'   3205581145496381440',102.88796,41.999908
9046,b'   3206584174995597312',8.785793,-18.40115
9047,b'   3206584449873504256',8.927746,-18.890554
9048,b'   3206592696210712576',8.520269,-18.635392
9049,b'   3206596544501409792',7.604832,-19.497651
9050,b'   3206607539617687552',7.808303,-18.874287
9051,b'   3206612212542105600',7.889222,-18.499068
9052,b'   3206630904239777792',7.122395,-19.358283
9053,b'   3206631179117684736',7.086127,-19.079187
9054,b'   3206645197890938880',6.739646,-19.115759
9055,b'   3206650145693263872',6.613374,-18.786125
9056,b'   3206653169350240256',6.733585,-17.35054
9057,b'   3206664989100238848',7.167661,-17.436177
9058,b'   3206666913245587456',7.203392,-17.667403
9059,b'   3206668287635122176',6.79785,-18.079806
9060,b'   3206668562513029120',6.853833,-18.048521
9061,b'   3206671861047912448',6.837331,-18.067298
9062,b'   3206679832507213824',6.957961,-18.351661
9063,b'   3206682306408376320',6.986018,-18.213151
9064,b'   3206685604943259648',7.696837,-17.079336
9065,b'   3206706495664187392',7.991273,-17.51057
9066,b'   3206711168588605440',7.833656,-17.058336
9067,b'   3206717490780465152',8.356563,-16.994369
9068,b'   3206722713460697088',8.402931,-17.905579
9069,b'   3207695781268056064',19.921753,-10.509874
9070,b'   3207700729070381056',19.514154,-9.767425
9071,b'   3207713373454100480',19.307206,-10.048413
9072,b'   3207719695645960192',18.943336,-10.782633
9073,b'   3207723818814564352',19.244723,-10.183805
9074,b'   3207736738076190720',18.334277,-10.285105
9075,b'   3207761202209908736',18.021458,-10.347135
9076,b'   3207762026843629568',18.017237,-10.924852
9077,b'   3207769173669210112',17.562207,-10.332661
9078,b'   3207782642686650368',17.933593,-8.981242
9079,b'   3207791163901765632',17.829301,-9.598471
9080,b'   3207798035849439232',18.084759,-8.78013
9081,b'   3207798585605253120',18.169136,-8.633026
9082,b'   3207805182675019776',18.406384,-8.568072
9083,b'   3207808206331996160',18.193446,-8.961674
9084,b'   3207813978768041984',18.62821,-9.469444
9085,b'   3207838168023853056',19.005185,-9.033734
9086,b'   3207843115826178048',19.756705,-9.29398
9087,b'   3207849163140130816',19.286154,-8.494369
9088,b'   3208819757146990592',26.258242,-10.473785
9089,b'   3208820306902804480',26.547314,-10.139791
9090,b'   3208839273478383616',25.573562,-10.555511
9091,b'   3208864287367915520',25.120452,-9.685571
9092,b'   3208869510048147456',24.856838,-9.599169
9093,b'   3208875832240007168',24.885649,-9.876438
9094,b'   3208878306141169664',24.745284,-9.621824
9095,b'   3208878855896983552',24.524226,-9.510968
9096,b'   3208881329798146048',24.643196,-10.376091
9097,b'   3208885727844657152',24.500033,-10.028571
9098,b'   3208903045152794624',24.393853,-8.454734
9099,b'   3208915414658607104',24.464619,-8.33711
9100,b'   3208925035385350144',24.874029,-8.651585
9101,b'   3208928883676047360',24.772683,-8.403763
9102,b'   3208935205867907072',24.563044,-9.314791
9103,b'   3208945101472557056',25.088761,-8.992805
9104,b'   3208950599030695936',25.228438,-9.094247
9105,b'   3208962693658601472',25.461056,-8.144403
9106,b'   3208963793170229248',25.919883,-8.846502
9107,b'   3208966267071391744',25.75929,-9.142774
9108,b'   3208971764629530624',25.879812,-8.278715
9109,b'   3208985783402784768',26.522976,-8.945372
9110,b'   3209943457997023232',30.976259,-0.844434
9111,b'   3209957751648184320',30.90948,-0.683273
9112,b'   3209964073840044032',30.338468,-1.200719
9113,b'   3209988812851668992',30.216713,-0.419557
9114,b'   3209990462119110656',29.794978,-0.635541
9115,b'   3209993760653993984',29.774849,-0.259715
9116,b'   3209995959677249536',29.772196,-1.132489
9117,b'   3209996784310970368',29.668637,-1.045819
9118,b'   3210011352840038400',29.616913,-1.187993
9119,b'   3210011627717945344',29.599497,-0.96903
9120,b'   3210012177473759232',29.62142,-1.227699
9121,b'   3210013551863293952',29.304243,-0.429375
9122,b'   3210014101619107840',28.924607,-0.264782
9123,b'   3210017949909805056',28.957427,-0.896261
9124,b'   3210026471124920320',28.873686,-0.554248
9125,b'   3210032793316780032',29.149667,0.615995
9126,b'   3210035542095849472',28.926429,0.114256
9127,b'   3210040764776081408',29.423531,0.896035
9128,b'   3210041864287709184',29.503125,1.025845
9129,b'   3210045162822592512',29.337958,0.872741
9130,b'   3210050110624917504',29.070701,0.152781
9131,b'   3210058906717939712',29.408994,0.57477
9132,b'   3210062480130729984',30.079984,1.196414
9133,b'   3210066328421427200',29.882594,1.17829
9134,b'   3210067153055148032',29.905936,0.894046
9135,b'   3210074299880728576',29.963735,0.536616
9136,b'   3210085020119099392',30.435351,1.000846
9137,b'   3210110858642352128',30.752279,1.02562
9138,b'   3210115256688863232',31.310349,0.031773
9139,b'   3209940984532068352',30.976259,-0.844434
9140,b'   3209963799398344704',30.338468,-1.200719
9141,b'   3209989088165783552',30.216713,-0.419557
9142,b'   3209990737433225216',29.774849,-0.259715
9143,b'   3209993211334387712',29.794978,-0.635541
9144,b'   3210006955229734912',29.62142,-1.227699
9145,b'   3210008054741362688',29.599497,-0.96903
9146,b'   3210008329619269632',29.616913,-1.187993
9147,b'   3210010528642525184',29.668637,-1.045819
9148,b'   3210016850834384896',28.924607,-0.264782
9149,b'   3210020974002989056',28.957427,-0.896261
9150,b'   3210023997659965440',28.603722,-0.165879
9151,b'   3210032518875080704',29.149667,0.615995
9152,b'   3210037191799498752',28.926429,0.114256
9153,b'   3210039940578568192',29.423531,0.896035
9154,b'   3210041589846009856',29.503125,1.025845
9155,b'   3210044888380893184',29.366578,0.745862
9156,b'   3210045713014614016',29.198917,0.192844
9157,b'   3210048461793683456',29.070701,0.152781
9158,b'   3210057807642519552',29.408994,0.57477
9159,b'   3210063854956472320',30.079984,1.196414
9160,b'   3210064404712286208',29.882594,1.17829
9161,b'   3210066603735541760',29.905936,0.894046
9162,b'   3210075949584377856',29.963735,0.536616
9163,b'   3210088319090190336',30.435351,1.000846
9164,b'   3210105361520420864',30.849582,-0.008037
9165,b'   3210107560543676416',30.752279,1.02562
9166,b'   3210116356636698624',31.310349,0.031773
9167,b'   3211072381711837184',151.07847,-0.659701
9168,b'   3211074855612999680',151.05223,-0.361356
9169,b'   3211075405368813568',151.19108,-0.100158
9170,b'   3211086400485091328',150.96768,-0.368359
9171,b'   3211107840961832960',150.52443,-0.478836
9172,b'   3211108115839739904',150.19002,-0.59049
9173,b'   3211121859735087104',149.84815,-1.244402
9174,b'   3211135878508341248',149.45776,-1.166804
9175,b'   3211137802653689856',149.41748,-1.184528
9176,b'   3211145224357177344',149.11549,-1.072917
9177,b'   3211148522892060672',149.00155,-0.969734
9178,b'   3211153195816478720',148.71379,-0.194338
9179,b'   3211168314101360640',149.31987,0.711421
9180,b'   3211188655066474496',149.9355,1.211961
9181,b'   3211217792124610560',150.67367,0.460361
9182,b'   3211220815781586944',150.53556,0.884881
9183,b'   3211221640415307776',150.72292,0.903565
9184,b'   3212194157980313600',157.35892,16.777141
9185,b'   3212195532369848320',157.67565,16.782219
9186,b'   3212210650654730240',157.73932,17.188293
9187,b'   3212216423090776064',156.92632,16.810731
9188,b'   3212227418207053824',156.49782,16.466072
9189,b'   3212230716741937152',156.46101,16.943091
9190,b'   3212233465521006592',157.02153,17.164437
9191,b'   3212246109904726016',156.27743,17.56074
9192,b'   3212262877457049600',155.96841,16.868218
9193,b'   3212265901114025984',155.76582,17.111675
9194,b'   3212270574038444032',155.71757,16.698256
9195,b'   3212271123794257920',155.29902,16.881725
9196,b'   3212292839148906496',155.74532,18.814315
9197,b'   3212293663782627328',155.77761,18.747045
9198,b'   3212298886462859264',155.66026,18.055569
9199,b'   3212307407677974528',156.22179,18.403876
9200,b'   3212312080602392576',155.90533,18.045861
9201,b'   3212315104259368960',156.55179,18.823421
9202,b'   3212327473765181440',156.34795,17.681799
9203,b'   3212329123032623104',156.44908,18.168335
9204,b'   3212332421567506432',156.9725,18.134957
9205,b'   3212338743759366144',156.82027,19.058627
9206,b'   3212347539852388352',157.07572,18.806631
9207,b'   3212359634480293888',157.36576,18.509615
9208,b'   3212361833503549440',157.59124,18.400084
9209,b'   3212364582282618880',157.95484,18.169132
9210,b'   3213343148050769920',156.84434,7.685391
9211,b'   3213346171707746304',157.18227,8.560736
9212,b'   3213348370731001856',157.14378,8.318784
9213,b'   3213364588527511552',156.55713,8.382681
9214,b'   3213366512672860160',156.43192,8.708522
9215,b'   3213370910719371264',156.40333,8.512738
9216,b'   3213376958033324032',156.37491,8.069235
9217,b'   3213379706812393472',156.10992,8.670462
9218,b'   3213379981690300416',155.9601,8.654735
9219,b'   3213391526562392064',155.64229,8.531136
9220,b'   3213396749242624000',155.9825,7.581178
9221,b'   3213402796556576768',155.3231,8.388126
9222,b'   3213411042893785088',155.83605,9.445982
9223,b'   3213421213376342016',155.8681,9.914193
9224,b'   3213421488254248960',156.05978,9.48399
